"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16"
"1",-0.185009476853103,-0.590406867892004,-0.359077771703911,1.14457730212454,-0.613365726611782,-0.521613517856941,-0.595741582401201,-0.454270185304739,-0.174897087666482,0.763471558656862,-0.318399017798978,-0.294078875976598,-0.454120780215383,-0.283816211239453,-0.484580879510525,-0.271429157541356
"2",0.497129843601506,0.0287315473651695,0.225426509187348,1.26458685509918,0.404547843291932,-0.355748784685691,-0.274347750215837,0.263170001240707,0.00127908219382418,0.959488709916424,1.53630981032586,-0.164567202032531,2.56535677139698,-0.250488283153177,-0.469471846356268,-0.179316004942754
"3",0.0648394026935318,1.19561813641969,0.507708505877037,-0.521286777514464,0.220234495670077,-0.593901289398378,0.28509613809235,0.0191820604112776,1.4108993080888,1.29752456284405,0.310758847446998,-0.0950663868428108,0.491735217864401,-0.263976101022986,-0.435162938594289,-0.705056581399738
"4",0.0204392843698662,-0.660572922631553,-0.557671737586095,-0.640699498469825,-0.329324304816888,-0.846918546986061,-0.577904441133684,-0.420221810957779,0.20216368907228,0.423094128350164,-0.192918586272265,-0.476690480580548,-0.401947591357479,-0.176326480457051,0.952693727329096,0.423914833285204
"5",-0.0919160296349786,-0.165223684316095,-0.368866997568584,0.81914221026098,-0.812022118332061,-0.955063268084266,-0.582189185499268,-0.81700227993185,-0.523759546224867,0.374661111495735,-0.216628565578223,-0.307464034042217,0.791183783701102,-0.720108376868073,-0.838516471354172,-0.876761037247831
"6",0.663381819087415,-0.424730503510125,-0.254769318801021,-0.247049602765131,-0.360505150967158,2.96370149976846,-0.0160365338835466,0.0228894359388583,-0.175191895091211,0.520334157552156,-0.0934981634022613,0.414059258255338,0.120156973890215,-0.0639758635674731,0.304390926482779,0.906015436903059
"7",1.67034424751716,0.29273431353746,-0.452202019559097,-0.135994088550739,-0.370654793550074,-0.179540277063465,-0.494354862689205,-0.555739521539586,0.736854033200098,0.95757441931614,0.0420255767427691,1.56353860605173,-0.769624612623535,-0.934892329074055,0.363112061530841,0.396119434623642
"8",2.30179265605009,-0.408097386117937,-0.336318092313446,-0.0225086871394794,-0.549262067950983,0.237938195352631,-0.4624573546379,-0.579347267664666,2.09613478456476,1.18085422652359,0.473628218171645,3.06475999454981,-0.423479197902356,1.06610626728425,1.15161840661347,0.601325164191265
"9",-0.4928567804687,1.56253643304789,0.515970955801537,-0.499168773729647,0.0877801819027102,-0.498840054707406,-0.330728340823686,-0.238707563275914,-0.267593416406201,0.91002165408774,-0.0716400730159864,-0.332791535090676,-0.250305129953626,0.277573662515251,-0.165179358761296,-0.221977110078668
"10",0.390209882045713,-0.299689985874261,-0.325967218554518,-0.458683320073696,0.169844841268701,-0.046739487092385,-0.287246733796978,-0.315334482207032,0.0138545275659228,2.02791196440507,0.0715566381530724,-0.34842006689231,-0.405961214988512,-0.504948634197164,-0.324557120073481,-0.241169902338751
"11",0.507702151882949,-0.599743951691507,-0.119576609985282,3.32376026182119,0.968540937716674,2.18269183407241,-0.123953699203963,1.49193014128748,0.414434802251151,0.496055574388846,0.446164486316706,0.487438247158303,0.597264260887287,0.324601553478009,-0.410320926541227,-0.553822798852991
"12",2.79494646259332,0.215517663987487,-0.489213424766999,0.36396022188669,0.0247008065052063,0.255825089352407,-0.326779264573044,-0.183439260559682,1.48618427370175,0.943109358689014,0.540495045108113,3.10103841911354,-0.127363750847179,0.941067064834999,1.66021519712538,0.911742423656221
