"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19"
"1",-0.1987525443489,-0.657220815085571,-0.474320086150121,-0.693386821828401,-0.650462508664377,-0.896929363706793,-0.981857561864727,1.08175322743752,-0.832004272270071,-0.268757281905379,-0.244831441754114,-0.638848578789056,-0.730041376584036,-0.575232509702547,-0.267818150439633,-0.545211651166079,-0.507155680439154,-0.409190553913694,-0.0818014697645007
"2",-0.784605464917493,2.84643546060562,-0.645025234567745,-0.369560623841016,-0.609436070200828,-0.401874594537966,-0.49737337646906,-0.351302393679668,0.669313574605048,-0.020900776686017,0.635334367382673,-1.0983209153532,0.769805770869668,1.04327753317874,-0.318711163806261,-0.374773255599172,-0.770045741433738,-0.280432199196891,-0.0529817601700869
"3",-0.51634317911032,-0.534694733756266,-0.401884616482894,-0.00487166114317869,-0.397733967592124,0.487929620489538,-0.473070595520173,0.698211448239248,1.45889219021969,0.508403565512294,-0.7045893816951,0.0037299336168037,-0.366794071269029,-0.472694837494056,-0.288616683906735,-0.408444503582147,0.569585205437789,0.755880869985002,0.385276336268999
"4",0.523634515677181,-0.303731877649053,-0.410791356701143,0.721353970547143,0.530724369059915,-0.00870881846081828,-0.198878359495993,-0.646083365574255,-0.595683375302585,0.219948510019375,0.179060927399903,-0.39435861675106,0.24478489592087,-0.230615378612809,1.43581188786452,-0.488578075680659,-0.326889238037606,0.0402096573266389,0.473501396481483
"5",-0.07555878358516,0.793973758770394,-0.382926491459002,-0.235728586432222,-0.00583662880240837,-0.107203899954302,-0.893496353497755,-0.569198067395154,0.607455260459158,-0.934986256286911,0.0812027740766418,-0.539316873086533,0.0631017284899356,0.119480194827687,-0.164780642965715,-0.451967847455551,-0.713523297217748,-1.00880223468247,-0.685105078825506
"6",0.190782516882585,-0.0212991712214428,0.0409895632977277,-0.186855622816478,-0.511738395149713,-0.392164695151931,0.0283136994161991,1.9823404952089,0.149068027993857,0.148842462614377,0.130336351975732,-0.423564708297226,-0.621504008256134,0.166245284787135,-0.181230269071261,-0.0151944984309542,1.87028478960439,2.04366635677766,-0.225420680515068
"7",-0.368527636152441,-0.466148204496409,-0.405375474912714,-0.758339790428682,-0.651122180876112,-1.36343310457827,-0.682380357058054,-0.425579573593268,-0.575786693803849,-0.631783833337594,-0.445565722327741,-0.317233576250933,-1.15920916659637,-0.494689063594129,-0.321062672041276,-0.529214902289932,0.633527699762977,-0.148665089976741,-0.481278695249301
"8",0.0333089186193058,-0.163713750897606,-0.230562984925276,-0.347336960593862,-0.618277883567573,-0.474436694156883,-0.453674731416288,-0.608133982617824,-0.501947214472828,-1.08811073250399,-0.174638629226439,-1.06131474924115,-0.694972780058384,-0.357515152136109,-0.344153534565195,-0.555690874625475,-1.06761700145443,-0.862663697298499,-0.775573647568397
"9",-0.238161078115916,-0.326408318470474,-0.387159567898782,-0.0829916568437024,-0.554416394146693,0.104371900591793,-0.0569782427591701,0.0418620376734361,0.0598078490866747,-0.759958224336565,-0.366621371017729,-0.974536834284181,-0.576153072468082,-0.462205259994777,-0.292391618118697,-0.527503002393119,-0.898892641396759,-0.667796533144471,-0.409938911599484
"10",-0.29238956349389,-0.67050200309453,-0.379089728416738,0.167563273063134,-0.446494160815597,0.162206665664759,0.0537925957021136,-0.761717091430537,-0.956188104964055,2.4758737258926,0.405840671673139,-1.09144313488778,-0.142482457489914,-0.685734746023543,-0.395855768915408,-0.275486676033181,-0.330736935116441,3.54639184731097,1.71053402404787
"11",-0.233546613870013,-0.0893781393297685,-0.322458778589393,0.0547177765199489,-0.611114612566801,0.387949905934174,-0.324868298161165,0.0180185000991127,1.53887176096331,-0.62060914293296,-0.528086666280295,-0.417699123248711,-0.443498234049664,-0.333920932913457,-0.317374782294156,-0.458663783448979,-0.386391747268523,-0.780344231966727,-0.217513911618609
"12",-0.42898759392197,-0.398520727174893,-0.031443320776126,-0.407520907583225,-0.515933579619521,1.64177303974194,1.24753090798238,-0.320386327294777,0.114550973334573,-0.632600592681226,-0.843316972156024,-0.8155670844293,-0.230835457933313,-0.573426492964774,-0.214027065150876,-0.380063146259722,-1.42383563546395,-0.820577247525234,-0.549507986250155
"13",1.15013925295093,2.43088434297873,-0.385182765756034,-0.00170367177907066,0.713016125441396,-0.528246701306728,0.964896144893611,-0.659883319263846,-0.390524108435445,0.809641360284692,0.0888975116330581,-1.33886075359894,0.882942350225191,0.221571370295299,0.778564190090576,-0.296555838899508,-0.433426540761654,-0.476077504945108,0.769331618709695
"14",-0.179794474972082,-0.107843595468636,-0.270425711673337,-0.0445569424996023,-0.616219053981086,0.292943454929543,0.171798469181074,-0.436429786165422,0.366539012989614,-1.00333698598285,-0.378942103883064,-1.07455416333561,-0.750159339187358,-0.500941587295108,-0.391691300061654,-0.559489778549243,-0.695539781278579,-0.784856643165134,-0.676704361146081
"15",-0.706766741833406,-0.681584037408499,-0.245859924278755,-0.0452126588129858,-0.619376787308986,-0.147761257433491,0.967940220417076,-0.340542750372812,-0.767234638391985,-0.391920683408771,-0.26346454714766,-0.484145266559172,-0.577777414167678,-0.474364693217046,-0.0435045663535884,-0.398692231728358,0.228659777190565,-0.478146400096795,-0.650744313706964
"16",0.960496322933117,-0.217456146311495,-0.265715303197421,-0.384997835628122,-0.502069925287073,-0.288674830060886,-0.560104290493482,-0.502825336117004,0.192980537067719,-0.643862100191687,-0.0913637837796719,-1.02891727738046,-0.549816891781607,-0.579661774176348,-0.253549227411553,-0.377677055240249,-1.05575630308616,-0.584100408097278,-0.722246778251982
"17",0.0615282672319608,-0.0222879808896862,-0.247317063498862,-0.588989751768085,-0.630947421097646,-0.336285727915281,-0.842832982634252,-0.722060829133708,-0.515919766791705,-1.15178615136103,-0.214330301172138,-1.23864226034009,-0.576412370572962,-0.352832503053853,-0.379491116446168,-0.321352283139667,-1.44126802384711,-1.11788859361163,-0.839466282060792
