"","x"
"1",0.537470725995316
"2",0.488583138173302
"3",0.575461878740567
"4",0.612924473067916
"5",0.455128805620609
"6",0.475019516003123
"7",0.46900540075515
"8",0.498060597189696
"9",0.469815248503773
"10",0.539824355971897
"11",0.559418971490506
"12",0.556173562321103
"13",0.575717472943198
"14",0.568076996606605
"15",0.565755919854281
"16",0.574506915983607
"17",0.561712438109284
"18",0.551829444589007
"19",0.549050581587705
"20",0.552713700234192
