"","x"
"1",0.83013698630137
"2",0.821803652968037
"3",0.790867579908676
"4",0.780108447488585
"5",0.769808219178082
"6",0.765575849822425
"7",0.76470971950424
"8",0.765896118721461
"9",0.76777157675179
"10",0.772497716894977
"11",0.761368353522774
"12",0.755320903094876
"13",0.760057820647915
"14",0.754757245363899
"15",0.759588026382547
"16",0.761907819634703
"17",0.762809878181732
"18",0.76198066407351
"19",0.763980065520687
"20",0.760307077625571
